Timestamp,Field_ID,Asset_ID,Ambient_Temperature_C,Humidity_Percentage,Daily_Rainfall_mm,Soil_Moisture_Percentage,Nitrogen_N_ppm,Phosphorus_P_ppm,Potassium_K_ppm
2024-06-05,FLD_05,EQP_005,30.3,33.6,0.0,36.8,42.5,24.7,41.5
2024-06-05,FLD_06,EQP_006,26.1,60.7,0.0,60.1,45.2,29.2,38.1
2024-06-06,FLD_01,EQP_001,25.5,30.6,0.0,45.9,53.0,33.4,46.6
2024-06-06,FLD_02,EQP_002,32.1,16.5,0.0,41.3,51.5,27.8,37.8
2024-06-06,FLD_03,EQP_003,18.7,57.9,0.0,30.4,49.8,29.8,47.8
2024-06-06,FLD_04,EQP_004,14.1,70.6,0.0,59.9,44.2,25.0,48.4
2024-06-06,FLD_05,EQP_005,30.7,30.0,0.0,44.5,48.0,17.9,40.5
2024-06-06,FLD_06,EQP_006,19.3,53.3,0.0,58.9,44.3,36.5,38.1
2024-06-07,FLD_01,EQP_001,30.7,43.5,0.0,47.5,44.7,29.9,49.8
2024-06-07,FLD_02,EQP_002,33.5,38.0,0.0,39.4,45.1,31.6,41.8
2024-06-07,FLD_03,EQP_003,21.7,60.0,0.0,30.6,48.0,27.3,36.0
2024-06-07,FLD_04,EQP_004,12.4,49.1,0.0,52.3,43.2,29.9,37.6
2024-06-07,FLD_05,EQP_005,32.1,39.8,0.0,46.6,45.4,28.9,39.4
2024-06-07,FLD_06,EQP_006,22.0,67.2,0.19,61.1,48.6,35.9,42.9
2024-06-08,FLD_01,EQP_001,27.1,46.0,0.0,47.5,37.2,36.4,33.3
2024-06-08,FLD_02,EQP_002,31.1,32.7,0.04,34.9,53.7,32.3,35.3
2024-06-08,FLD_03,EQP_003,21.2,67.3,0.0,36.3,55.7,33.3,45.9
2024-06-08,FLD_04,EQP_004,14.5,58.0,0.0,57.4,54.1,24.5,52.3
2024-06-08,FLD_05,EQP_005,28.1,15.0,0.01,26.5,52.6,23.6,40.3
2024-06-08,FLD_06,EQP_006,12.8,58.8,0.0,56.1,41.6,29.1,37.9
2024-06-09,FLD_01,EQP_001,30.0,26.9,0.0,39.3,42.3,28.6,35.2
2024-06-09,FLD_02,EQP_002,33.8,21.8,0.06,33.7,53.5,29.8,39.8
2024-06-09,FLD_03,EQP_003,19.8,41.5,0.32,38.6,34.8,35.7,42.6
2024-06-09,FLD_04,EQP_004,19.7,69.3,0.0,51.1,53.1,33.1,34.0
2024-06-09,FLD_05,EQP_005,28.9,47.0,0.02,31.8,40.0,29.1,42.1
2024-06-09,FLD_06,EQP_006,13.2,55.4,0.0,58.1,56.3,30.3,39.4
2024-06-10,FLD_01,EQP_001,27.1,30.5,0.0,43.2,62.5,25.4,45.6
2024-06-10,FLD_02,EQP_002,28.1,36.0,0.0,50.1,71.5,33.2,35.9
2024-06-10,FLD_03,EQP_003,20.4,42.8,0.0,21.7,47.2,24.7,51.4
2024-06-10,FLD_04,EQP_004,13.3,55.4,0.0,63.9,41.7,30.2,43.7
2024-06-10,FLD_05,EQP_005,32.7,43.8,0.02,31.1,42.7,30.7,42.9
2024-06-10,FLD_06,EQP_006,22.4,52.3,0.0,57.1,39.7,36.3,41.5
2024-06-11,FLD_01,EQP_001,35.3,34.2,0.0,37.4,52.9,35.1,38.0
2024-06-11,FLD_02,EQP_002,32.5,30.4,0.0,33.3,57.1,36.5,46.1
2024-06-11,FLD_03,EQP_003,16.8,39.4,0.0,29.0,52.8,27.6,33.2
2024-06-11,FLD_04,EQP_004,22.3,64.8,0.43,55.8,35.7,31.5,41.1
2024-06-11,FLD_05,EQP_005,27.3,16.4,0.04,43.3,49.6,26.9,44.4
2024-06-11,FLD_06,EQP_006,14.0,45.6,1.37,75.0,62.4,37.9,32.1
2024-06-12,FLD_01,EQP_001,28.3,60.3,0.0,46.3,63.0,34.9,47.1
2024-06-12,FLD_02,EQP_002,28.2,31.8,0.0,38.6,37.2,32.4,30.9
2024-06-12,FLD_03,EQP_003,14.7,66.1,0.0,28.3,59.5,30.6,33.8
2024-06-12,FLD_04,EQP_004,20.2,52.1,0.0,52.4,42.5,37.8,43.6
2024-06-12,FLD_05,EQP_005,32.8,31.1,0.07,39.1,62.8,29.0,37.0
2024-06-12,FLD_06,EQP_006,20.2,46.3,0.0,50.8,54.9,28.5,41.3
2024-06-13,FLD_01,EQP_001,28.1,38.0,0.0,48.3,40.4,25.5,35.6
2024-06-13,FLD_02,EQP_002,22.4,47.3,0.0,31.8,55.7,27.6,41.7
2024-06-13,FLD_03,EQP_003,14.3,72.5,0.0,31.8,57.2,31.7,40.8
2024-06-13,FLD_04,EQP_004,11.0,66.6,0.0,58.2,53.6,25.9,51.0
2024-06-13,FLD_05,EQP_005,31.9,43.8,0.0,32.3,65.6,30.1,33.6
2024-06-13,FLD_06,EQP_006,13.7,46.2,0.0,61.3,40.6,28.1,38.5
2024-06-14,FLD_01,EQP_001,22.6,18.7,0.0,45.8,52.5,30.8,44.8
2024-06-14,FLD_02,EQP_002,28.1,17.4,0.0,37.4,64.1,25.4,44.7
2024-06-14,FLD_03,EQP_003,18.0,47.3,0.07,34.8,45.8,31.7,33.8
2024-06-14,FLD_04,EQP_004,17.4,53.0,0.0,57.0,40.8,27.7,43.6
2024-06-14,FLD_05,EQP_005,33.5,34.1,0.01,35.6,39.4,32.6,47.9
2024-06-14,FLD_06,EQP_006,27.0,59.5,0.0,56.4,49.9,30.2,34.7
2024-06-15,FLD_01,EQP_001,31.4,17.6,0.0,49.8,52.0,31.8,25.5
2024-06-15,FLD_02,EQP_002,33.1,30.2,0.0,37.1,49.9,22.5,40.4
2024-06-15,FLD_03,EQP_003,14.0,56.9,0.0,29.4,51.1,22.0,35.1
2024-06-15,FLD_04,EQP_004,20.0,45.1,0.0,46.3,53.2,25.4,35.9
2024-06-15,FLD_05,EQP_005,21.8,57.3,0.0,43.8,50.8,26.9,47.6
2024-06-15,FLD_06,EQP_006,12.8,47.3,0.85,72.2,40.7,24.0,40.7
2024-06-16,FLD_01,EQP_001,25.8,34.7,0.0,48.6,36.0,27.3,28.0
2024-06-16,FLD_02,EQP_002,28.0,26.5,0.0,38.2,51.5,26.4,47.5
2024-06-16,FLD_03,EQP_003,11.5,54.6,0.0,30.9,56.2,33.9,33.3
2024-06-16,FLD_04,EQP_004,19.8,47.2,0.0,53.1,68.9,31.6,35.1
2024-06-16,FLD_05,EQP_005,24.2,33.2,0.0,36.6,49.9,30.6,41.9
2024-06-16,FLD_06,EQP_006,21.2,43.0,0.0,60.4,57.7,22.2,41.9
2024-06-17,FLD_01,EQP_001,27.3,21.9,0.0,52.6,41.1,27.5,45.9
2024-06-17,FLD_02,EQP_002,32.5,31.0,0.05,46.1,63.6,36.9,36.0
2024-06-17,FLD_03,EQP_003,24.4,50.5,0.0,30.8,38.5,26.9,39.0
2024-06-17,FLD_04,EQP_004,14.9,53.4,0.42,52.6,50.0,31.2,34.0
2024-06-17,FLD_05,EQP_005,37.8,36.6,0.0,34.5,49.5,23.4,51.3
2024-06-17,FLD_06,EQP_006,18.8,61.7,0.0,60.8,48.0,30.8,42.8
2024-06-18,FLD_01,EQP_001,24.3,37.6,0.0,45.8,43.9,27.9,37.7
2024-06-18,FLD_02,EQP_002,30.5,41.3,0.0,23.0,59.3,29.6,35.8
2024-06-18,FLD_03,EQP_003,14.5,48.8,0.0,25.7,39.2,30.6,44.3
2024-06-18,FLD_04,EQP_004,15.3,40.2,0.19,58.5,41.8,27.0,33.3
2024-06-18,FLD_05,EQP_005,27.0,28.1,0.0,37.7,55.4,30.9,40.1
2024-06-18,FLD_06,EQP_006,24.6,41.7,0.0,51.0,36.1,32.8,38.5
2024-06-19,FLD_01,EQP_001,31.8,40.2,0.0,44.6,36.2,26.0,37.2
2024-06-19,FLD_02,EQP_002,32.6,19.3,0.0,29.3,39.9,40.8,37.1
2024-06-19,FLD_03,EQP_003,15.2,65.7,0.0,40.6,43.8,27.5,35.8
2024-06-19,FLD_04,EQP_004,21.3,55.0,0.0,40.2,40.8,36.2,42.4
2024-06-19,FLD_05,EQP_005,31.9,45.3,0.0,38.6,54.2,38.8,39.6
2024-06-19,FLD_06,EQP_006,14.3,53.3,0.0,58.6,38.9,30.4,37.7
2024-06-20,FLD_01,EQP_001,26.5,18.2,0.0,45.3,52.0,32.1,39.6
2024-06-20,FLD_02,EQP_002,37.0,36.7,0.0,35.1,62.6,29.3,32.2
2024-06-20,FLD_03,EQP_003,22.1,69.3,0.0,28.2,43.7,27.6,48.6
2024-06-20,FLD_04,EQP_004,17.5,45.8,0.0,56.7,49.3,34.7,32.4
2024-06-20,FLD_05,EQP_005,29.0,27.0,0.0,40.9,38.8,40.1,41.6
2024-06-20,FLD_06,EQP_006,16.6,54.0,0.0,58.7,61.5,32.6,39.2
2024-06-21,FLD_01,EQP_001,25.7,31.8,0.0,47.9,37.1,30.7,28.8
2024-06-21,FLD_02,EQP_002,34.5,42.8,0.0,36.5,48.2,23.0,41.2
2024-06-21,FLD_03,EQP_003,18.2,49.6,0.0,26.2,58.8,30.1,35.8
2024-06-21,FLD_04,EQP_004,24.3,61.0,0.0,40.0,47.7,27.8,38.9
2024-06-21,FLD_05,EQP_005,30.9,33.9,0.0,41.7,54.6,31.0,47.7
2024-06-21,FLD_06,EQP_006,16.9,54.1,0.0,63.1,33.7,42.6,39.8
2024-06-22,FLD_01,EQP_001,26.6,42.2,0.0,50.4,50.3,28.5,47.0
2024-06-22,FLD_02,EQP_002,26.4,38.7,0.0,44.5,61.3,23.4,39.6
2024-06-22,FLD_03,EQP_003,15.8,63.2,0.19,32.7,49.1,32.0,38.4
2024-06-22,FLD_04,EQP_004,19.0,66.6,0.0,51.6,67.1,23.2,46.2
2024-06-22,FLD_05,EQP_005,32.0,44.4,0.0,38.9,60.3,33.8,42.5
2024-06-22,FLD_06,EQP_006,19.9,65.1,0.0,57.2,44.4,33.9,35.3
2024-06-23,FLD_01,EQP_001,28.2,36.7,0.0,44.3,56.8,28.8,42.2
2024-06-23,FLD_02,EQP_002,28.8,47.7,0.0,32.2,71.9,28.4,47.9
2024-06-23,FLD_03,EQP_003,22.9,64.0,0.05,24.0,65.9,25.7,38.5
2024-06-23,FLD_04,EQP_004,18.3,55.5,0.0,58.9,46.8,31.0,35.8
2024-06-23,FLD_05,EQP_005,35.5,28.9,0.0,36.7,59.8,29.4,40.4
2024-06-23,FLD_06,EQP_006,22.3,74.0,0.0,61.0,51.9,26.7,44.0
2024-06-24,FLD_01,EQP_001,29.7,36.6,0.0,48.7,53.5,20.2,40.2
2024-06-24,FLD_02,EQP_002,31.7,35.2,0.0,34.4,51.2,33.5,35.5
2024-06-24,FLD_03,EQP_003,30.9,57.9,0.0,14.4,56.8,39.0,33.6
2024-06-24,FLD_04,EQP_004,14.7,59.9,0.0,53.7,61.4,27.5,34.6
2024-06-24,FLD_05,EQP_005,28.5,33.1,0.0,35.5,50.6,31.1,31.5
2024-06-24,FLD_06,EQP_006,19.4,53.3,0.28,58.2,54.9,25.8,47.9
2024-06-25,FLD_01,EQP_001,26.8,39.5,0.0,39.6,45.4,29.4,48.3
2024-06-25,FLD_02,EQP_002,37.3,34.7,0.0,42.3,44.3,28.1,37.2
2024-06-25,FLD_03,EQP_003,13.3,48.8,0.0,29.8,53.8,20.0,45.7
2024-06-25,FLD_04,EQP_004,26.3,57.3,0.04,51.8,44.2,24.4,37.9
2024-06-25,FLD_05,EQP_005,30.6,26.0,0.0,40.6,40.1,29.8,30.2
2024-06-25,FLD_06,EQP_006,8.0,47.9,0.05,62.5,50.7,24.9,36.8
2024-06-26,FLD_01,EQP_001,26.3,23.8,0.0,45.4,45.8,28.5,37.1
2024-06-26,FLD_02,EQP_002,31.5,47.0,0.0,40.9,52.6,33.1,42.7
2024-06-26,FLD_03,EQP_003,18.1,75.5,0.0,34.3,38.2,31.1,45.5
2024-06-26,FLD_04,EQP_004,17.2,61.7,0.0,61.0,59.4,23.9,43.8
2024-06-26,FLD_05,EQP_005,29.8,29.9,0.0,44.7,45.2,32.0,41.4
2024-06-26,FLD_06,EQP_006,22.3,40.2,1.02,69.1,52.7,25.7,45.8
2024-06-27,FLD_01,EQP_001,24.4,46.6,0.0,53.6,48.3,32.2,31.1
2024-06-27,FLD_02,EQP_002,35.6,24.1,0.0,39.2,44.1,24.6,37.5
2024-06-27,FLD_03,EQP_003,25.6,56.8,0.0,32.4,45.2,27.3,40.1
2024-06-27,FLD_04,EQP_004,21.1,45.4,0.0,53.7,57.7,34.3,39.6
2024-06-27,FLD_05,EQP_005,24.5,30.4,0.0,31.5,56.6,24.6,30.0
2024-06-27,FLD_06,EQP_006,21.6,48.2,0.0,45.8,40.4,23.0,34.8
2024-06-28,FLD_01,EQP_001,29.1,32.0,0.0,54.1,52.1,32.9,39.2
2024-06-28,FLD_02,EQP_002,31.2,45.3,0.0,41.5,44.8,30.9,55.2
2024-06-28,FLD_03,EQP_003,16.1,71.1,0.0,40.9,44.2,28.8,42.6
2024-06-28,FLD_04,EQP_004,17.5,58.0,0.0,57.5,60.4,38.7,35.1
2024-06-28,FLD_05,EQP_005,23.1,39.8,0.0,45.5,42.1,30.0,39.5
2024-06-28,FLD_06,EQP_006,12.3,49.9,0.0,61.6,50.8,32.6,44.8
2024-06-29,FLD_01,EQP_001,20.3,31.3,0.0,55.0,46.8,26.3,26.5
2024-06-29,FLD_02,EQP_002,26.3,26.5,0.0,34.7,67.1,34.9,53.3
2024-06-29,FLD_03,EQP_003,20.2,62.5,0.14,35.2,48.5,39.2,32.2
2024-06-29,FLD_04,EQP_004,15.4,78.9,0.0,50.5,50.6,28.4,36.4
2024-06-29,FLD_05,EQP_005,32.8,52.4,0.0,47.9,66.0,27.0,38.3
2024-06-29,FLD_06,EQP_006,18.8,63.3,0.0,66.8,48.2,27.0,40.7
2024-06-30,FLD_01,EQP_001,28.7,42.6,0.0,49.0,46.3,35.2,46.4
2024-06-30,FLD_02,EQP_002,29.0,42.6,0.0,41.2,50.4,31.1,39.5
2024-06-30,FLD_03,EQP_003,19.5,51.8,0.0,38.3,62.1,29.6,45.4
2024-06-30,FLD_04,EQP_004,17.0,56.0,0.0,56.2,50.7,35.1,47.4
2024-06-30,FLD_05,EQP_005,32.9,30.1,0.0,36.2,45.1,30.6,31.8
2024-06-30,FLD_06,EQP_006,17.7,72.2,0.0,58.8,49.4,29.5,35.4
2024-07-01,FLD_01,EQP_001,29.1,39.9,0.0,40.1,51.3,32.0,36.6
2024-07-01,FLD_02,EQP_002,29.1,27.1,0.0,34.1,57.6,31.9,44.6
2024-07-01,FLD_03,EQP_003,12.0,42.0,0.0,31.1,38.3,32.7,52.5
2024-07-01,FLD_04,EQP_004,18.4,74.7,0.0,59.4,30.6,33.2,47.0
2024-07-01,FLD_05,EQP_005,35.3,34.3,0.0,33.8,41.0,33.0,32.2
2024-07-01,FLD_06,EQP_006,18.7,47.8,0.32,62.5,39.7,29.0,48.2
2024-07-02,FLD_01,EQP_001,32.9,23.4,0.0,42.8,30.3,32.7,38.9
2024-07-02,FLD_02,EQP_002,38.4,37.1,0.0,35.6,67.0,25.8,38.1
2024-07-02,FLD_03,EQP_003,20.9,53.9,0.09,36.4,51.1,25.6,37.5
2024-07-02,FLD_04,EQP_004,17.0,54.6,0.0,51.6,33.9,33.6,39.3
2024-07-02,FLD_05,EQP_005,32.6,32.2,0.07,38.3,39.1,32.9,43.0
2024-07-02,FLD_06,EQP_006,15.8,65.6,0.14,69.0,54.7,26.3,39.2
2024-07-03,FLD_01,EQP_001,38.6,19.9,0.0,39.3,43.8,27.2,37.8
2024-07-03,FLD_02,EQP_002,37.0,39.7,0.0,39.7,48.7,25.5,35.7
2024-07-03,FLD_03,EQP_003,16.6,64.5,0.05,40.8,39.9,31.8,45.0
2024-07-03,FLD_04,EQP_004,14.7,66.9,0.0,56.0,56.3,34.3,42.0
2024-07-03,FLD_05,EQP_005,27.3,17.2,0.0,38.3,46.8,32.0,38.8
2024-07-03,FLD_06,EQP_006,14.8,50.1,0.46,68.3,63.2,25.8,31.6
2024-07-04,FLD_01,EQP_001,33.7,34.6,0.0,39.1,61.1,42.0,30.7
2024-07-04,FLD_02,EQP_002,31.3,41.0,0.0,32.9,53.3,24.5,40.6
2024-07-04,FLD_03,EQP_003,22.2,54.2,0.0,30.9,42.1,25.6,25.8
2024-07-04,FLD_04,EQP_004,13.0,65.5,0.0,54.9,53.1,35.2,33.8
2024-07-04,FLD_05,EQP_005,37.7,41.1,0.0,32.2,47.3,20.9,42.2
2024-07-04,FLD_06,EQP_006,14.7,51.6,0.44,64.1,48.3,25.9,42.4
2024-07-05,FLD_01,EQP_001,32.5,33.6,0.0,36.5,41.6,38.2,41.5
2024-07-05,FLD_02,EQP_002,34.5,32.1,0.0,47.4,39.1,30.4,43.3
2024-07-05,FLD_03,EQP_003,15.3,47.1,0.0,24.0,49.2,24.0,40.0
2024-07-05,FLD_04,EQP_004,17.1,69.0,0.0,56.4,57.0,28.7,39.4
2024-07-05,FLD_05,EQP_005,28.1,49.4,0.0,36.5,55.8,33.7,42.4
2024-07-05,FLD_06,EQP_006,14.2,54.1,0.0,56.6,57.5,37.4,39.8
2024-07-06,FLD_01,EQP_001,22.5,32.9,0.0,44.2,51.5,26.1,45.1
2024-07-06,FLD_02,EQP_002,38.2,48.5,0.0,32.5,42.7,32.1,32.9
2024-07-06,FLD_03,EQP_003,13.3,65.8,0.0,30.2,50.7,35.9,42.7
2024-07-06,FLD_04,EQP_004,11.8,71.2,0.0,52.7,52.3,23.0,35.7
2024-07-06,FLD_05,EQP_005,33.2,15.0,0.0,27.9,52.5,34.9,42.3
2024-07-06,FLD_06,EQP_006,15.2,44.7,0.0,48.5,57.6,28.8,40.4
2024-07-07,FLD_01,EQP_001,35.9,15.0,0.0,53.0,50.9,27.8,41.8
2024-07-07,FLD_02,EQP_002,28.4,27.7,0.0,39.2,58.3,23.9,48.3
2024-07-07,FLD_03,EQP_003,9.8,50.7,0.0,28.0,45.9,35.0,37.8
2024-07-07,FLD_04,EQP_004,12.1,66.7,0.02,62.3,63.3,36.8,46.4
2024-07-07,FLD_05,EQP_005,30.7,41.5,0.0,42.5,50.9,36.3,44.8
2024-07-07,FLD_06,EQP_006,17.0,43.5,0.0,53.1,48.7,32.2,41.6
2024-07-08,FLD_01,EQP_001,36.6,21.2,0.0,34.9,43.3,33.3,32.6
2024-07-08,FLD_02,EQP_002,38.6,44.6,0.29,38.7,74.0,36.2,34.3
2024-07-08,FLD_03,EQP_003,17.7,57.5,0.0,25.6,40.8,18.6,31.7
2024-07-08,FLD_04,EQP_004,14.5,51.2,0.0,54.4,44.0,37.0,57.7
2024-07-08,FLD_05,EQP_005,32.2,17.7,0.0,33.5,48.4,32.0,49.7
2024-07-08,FLD_06,EQP_006,9.2,61.6,0.0,68.6,39.8,29.1,41.7
2024-07-09,FLD_01,EQP_001,41.7,56.6,0.01,37.7,47.6,31.0,43.3
2024-07-09,FLD_02,EQP_002,34.5,25.4,0.0,31.0,33.5,39.1,34.9
2024-07-09,FLD_03,EQP_003,12.5,66.1,0.56,50.1,37.7,25.2,34.7
2024-07-09,FLD_04,EQP_004,18.3,70.1,0.0,56.4,55.9,37.1,33.7
2024-07-09,FLD_05,EQP_005,33.3,24.9,0.0,36.1,47.5,31.9,34.0
2024-07-09,FLD_06,EQP_006,12.0,60.5,0.0,60.9,32.8,32.0,42.2
2024-07-10,FLD_01,EQP_001,29.9,43.2,0.0,43.5,44.5,39.6,43.0
2024-07-10,FLD_02,EQP_002,35.5,38.6,0.0,42.9,48.1,32.8,49.6
2024-07-10,FLD_03,EQP_003,11.5,52.1,0.0,28.3,39.9,23.6,40.4
2024-07-10,FLD_04,EQP_004,13.7,59.7,0.0,55.0,63.4,28.0,26.7
2024-07-10,FLD_05,EQP_005,38.5,40.3,0.0,43.8,53.6,20.8,40.7
2024-07-10,FLD_06,EQP_006,16.1,65.6,0.0,64.7,53.3,25.7,44.1
2024-07-11,FLD_01,EQP_001,35.2,34.6,0.0,38.4,60.6,35.0,31.8
2024-07-11,FLD_02,EQP_002,39.1,31.8,0.0,40.7,41.6,19.8,39.6
2024-07-11,FLD_03,EQP_003,18.2,55.4,0.0,26.1,39.4,31.1,31.2
2024-07-11,FLD_04,EQP_004,16.1,54.3,0.0,49.1,52.0,29.8,42.4
2024-07-11,FLD_05,EQP_005,35.8,41.3,0.0,31.5,57.1,22.9,31.8
2024-07-11,FLD_06,EQP_006,21.9,65.9,0.0,59.5,50.9,26.6,40.8
2024-07-12,FLD_01,EQP_001,34.6,34.9,0.0,40.2,51.7,24.7,33.4
2024-07-12,FLD_02,EQP_002,35.2,34.0,0.0,34.2,58.4,25.6,37.9
2024-07-12,FLD_03,EQP_003,16.5,52.4,0.0,27.1,44.7,26.9,38.7
2024-07-12,FLD_04,EQP_004,21.3,46.0,0.0,51.8,63.3,41.5,41.1
2024-07-12,FLD_05,EQP_005,29.7,48.0,0.0,42.2,36.4,33.1,27.2
2024-07-12,FLD_06,EQP_006,19.1,54.4,0.0,66.8,63.8,23.7,28.8
2024-07-13,FLD_01,EQP_001,31.1,43.7,0.23,55.7,55.3,32.6,54.2
2024-07-13,FLD_02,EQP_002,31.7,27.1,0.0,43.1,47.8,25.9,33.4
2024-07-13,FLD_03,EQP_003,17.4,56.9,0.0,26.3,65.3,30.0,36.2
2024-07-13,FLD_04,EQP_004,12.8,67.9,0.0,58.4,44.8,32.2,42.6
2024-07-13,FLD_05,EQP_005,29.7,25.9,0.0,44.3,45.1,29.1,41.9
2024-07-13,FLD_06,EQP_006,13.2,63.0,0.0,61.2,38.6,30.5,47.3
2024-07-14,FLD_01,EQP_001,32.2,29.5,0.0,53.3,64.3,30.6,38.8
2024-07-14,FLD_02,EQP_002,33.8,43.8,0.0,39.5,55.5,35.9,45.6
2024-07-14,FLD_03,EQP_003,17.0,44.5,0.07,32.2,56.6,39.4,32.9
2024-07-14,FLD_04,EQP_004,19.1,54.3,0.0,52.9,57.5,32.2,36.0
2024-07-14,FLD_05,EQP_005,34.2,33.5,0.0,39.4,69.8,29.4,39.4
2024-07-14,FLD_06,EQP_006,13.0,57.7,0.33,64.9,45.1,25.6,37.7
2024-07-15,FLD_01,EQP_001,38.2,48.5,0.0,54.8,46.8,40.3,39.5
2024-07-15,FLD_02,EQP_002,35.9,44.5,0.0,31.8,46.9,27.4,43.5
2024-07-15,FLD_03,EQP_003,15.6,63.0,0.1,33.4,55.6,36.0,46.7
2024-07-15,FLD_04,EQP_004,16.3,63.5,0.0,59.8,56.7,29.0,36.0
2024-07-15,FLD_05,EQP_005,43.3,34.5,0.04,35.1,62.7,32.7,32.1
2024-07-15,FLD_06,EQP_006,12.8,57.1,0.0,66.0,53.0,28.6,50.3
2024-07-16,FLD_01,EQP_001,32.6,40.5,0.0,50.7,49.5,30.2,40.2
2024-07-16,FLD_02,EQP_002,36.3,23.9,0.0,35.5,63.6,34.4,37.4
2024-07-16,FLD_03,EQP_003,10.2,53.7,0.28,43.9,41.2,27.8,32.9
2024-07-16,FLD_04,EQP_004,10.4,52.0,0.23,54.1,43.5,21.1,41.3
2024-07-16,FLD_05,EQP_005,30.7,51.5,0.0,40.2,50.6,21.8,31.5
2024-07-16,FLD_06,EQP_006,12.4,51.4,0.0,62.1,54.1,27.7,51.6
2024-07-17,FLD_01,EQP_001,26.7,35.5,0.0,47.6,33.3,26.2,31.8
2024-07-17,FLD_02,EQP_002,30.0,32.3,0.0,37.7,49.1,27.4,38.7
2024-07-17,FLD_03,EQP_003,12.1,69.2,0.0,32.9,46.4,22.9,44.1
2024-07-17,FLD_04,EQP_004,16.2,52.2,0.0,64.0,43.0,32.0,40.3
2024-07-17,FLD_05,EQP_005,36.3,41.9,0.0,32.9,45.7,37.2,39.3
2024-07-17,FLD_06,EQP_006,17.5,54.8,0.0,65.8,48.6,31.0,38.2
2024-07-18,FLD_01,EQP_001,30.4,25.4,0.0,46.2,57.0,36.0,43.9
2024-07-18,FLD_02,EQP_002,36.6,29.5,0.0,33.4,41.6,26.0,35.5
2024-07-18,FLD_03,EQP_003,12.1,52.4,0.0,42.1,57.9,35.9,35.9
2024-07-18,FLD_04,EQP_004,15.8,48.6,0.0,43.5,52.5,31.3,41.1
2024-07-18,FLD_05,EQP_005,30.7,40.4,0.0,38.7,56.4,29.3,43.6
2024-07-18,FLD_06,EQP_006,17.9,55.4,0.04,64.6,47.3,35.7,41.5
2024-07-19,FLD_01,EQP_001,30.7,34.5,0.0,51.7,45.8,34.4,46.6
2024-07-19,FLD_02,EQP_002,35.9,22.4,0.0,45.3,58.1,29.6,39.0
2024-07-19,FLD_03,EQP_003,13.8,45.7,0.06,27.6,47.8,24.4,44.7
2024-07-19,FLD_04,EQP_004,10.6,61.7,0.0,59.1,55.2,31.7,33.5
2024-07-19,FLD_05,EQP_005,30.7,37.2,0.0,37.8,36.5,27.2,42.7
2024-07-19,FLD_06,EQP_006,13.8,52.2,0.28,62.8,47.8,33.8,32.0
2024-07-20,FLD_01,EQP_001,35.8,34.4,0.0,52.4,55.8,28.3,47.2
2024-07-20,FLD_02,EQP_002,29.1,45.7,0.0,36.3,61.5,31.5,35.6
2024-07-20,FLD_03,EQP_003,15.5,56.5,0.0,41.1,44.2,29.3,49.4
2024-07-20,FLD_04,EQP_004,17.4,51.4,0.0,55.4,41.2,30.6,39.8
2024-07-20,FLD_05,EQP_005,33.5,29.8,0.0,26.8,51.2,35.9,31.5
2024-07-20,FLD_06,EQP_006,16.8,52.1,0.0,57.3,55.6,30.2,41.8
2024-07-21,FLD_01,EQP_001,36.9,40.7,0.0,51.0,52.8,26.5,40.6
2024-07-21,FLD_02,EQP_002,32.2,36.5,0.0,42.4,38.9,28.2,34.1
2024-07-21,FLD_03,EQP_003,14.6,67.0,0.0,25.2,53.3,21.6,34.1
2024-07-21,FLD_04,EQP_004,13.8,69.3,0.0,58.2,45.6,34.2,41.2
2024-07-21,FLD_05,EQP_005,36.2,27.6,0.0,40.1,40.3,31.8,45.1
2024-07-21,FLD_06,EQP_006,11.7,52.3,0.0,58.5,30.2,32.9,34.0
2024-07-22,FLD_01,EQP_001,34.1,26.7,0.0,41.8,40.0,23.4,32.9
2024-07-22,FLD_02,EQP_002,32.8,36.1,0.17,36.2,58.5,27.8,42.7
2024-07-22,FLD_03,EQP_003,14.5,60.0,0.06,33.4,56.5,25.9,29.4
2024-07-22,FLD_04,EQP_004,11.7,65.5,0.02,51.8,50.5,24.9,34.7
2024-07-22,FLD_05,EQP_005,32.1,39.4,0.0,38.6,61.7,26.3,35.6
2024-07-22,FLD_06,EQP_006,14.2,56.8,0.0,62.6,50.6,27.3,45.6
2024-07-23,FLD_01,EQP_001,24.8,34.3,0.0,43.0,44.9,35.4,52.2
2024-07-23,FLD_02,EQP_002,30.0,34.1,0.0,32.1,63.2,29.1,36.9
2024-07-23,FLD_03,EQP_003,17.1,67.7,0.0,34.9,40.7,31.5,44.9
2024-07-23,FLD_04,EQP_004,15.4,67.9,0.0,56.7,52.6,29.3,45.1
2024-07-23,FLD_05,EQP_005,34.6,42.8,0.0,42.7,53.4,32.5,33.9
2024-07-23,FLD_06,EQP_006,13.1,63.7,0.0,64.8,71.5,28.6,37.2
2024-07-24,FLD_01,EQP_001,36.9,26.3,0.0,32.7,48.6,32.3,44.7
2024-07-24,FLD_02,EQP_002,34.9,52.5,0.0,54.4,54.4,30.7,37.7
2024-07-24,FLD_03,EQP_003,18.1,54.1,0.57,33.6,46.3,29.0,53.5
2024-07-24,FLD_04,EQP_004,16.1,51.7,0.0,55.2,58.1,21.9,52.1
2024-07-24,FLD_05,EQP_005,36.1,34.4,0.0,46.5,44.5,21.5,36.9
